text,title,note,category,amount,day_of_month,day_of_week,is_weekend
Spent on Hostel fees payment via GPay Paid via UPI for rent,Spent on Hostel fees payment via GPay,Paid via UPI for rent,rent,6343.86,28,5,1
BookMyShow movie tickets Routine entertainment item,BookMyShow movie tickets,Routine entertainment item,entertainment,2207.71,7,3,0
Quick Medplus health supplements urgent Personal spending on health,Quick Medplus health supplements urgent,Personal spending on health,health,2462.79,27,1,0
Paid for Language learning app subscription urgent Monthly education budget expense,Paid for Language learning app subscription urgent,Monthly education budget expense,education,4109.32,21,0,0
Spent on LPG gas cylinder refill with discount,Spent on LPG gas cylinder refill with discount,,other,2448.04,8,2,0
EV charging station fee with discount Routine transport item,EV charging station fee with discount,Routine transport item,transport,4151.75,22,3,0
Txn: Monthly apartment rent at store Routine rent item,Txn: Monthly apartment rent at store,Routine rent item,rent,26616.28,7,0,0
Starbucks coffee & snack Personal spending on food,Starbucks coffee & snack,Personal spending on food,food,2369.73,21,1,0
Online Board game cafe bill with discount Routine entertainment item,Online Board game cafe bill with discount,Routine entertainment item,entertainment,2677.07,13,2,0
Online Coursera specialization certification via GPay Routine education item,Online Coursera specialization certification via GPay,Routine education item,education,14041.68,15,5,1
Purchase at Haldirams snacks & sweets urgent Personal spending on food,Purchase at Haldirams snacks & sweets urgent,Personal spending on food,food,2835.58,8,1,0
Bill for First aid kit supplies today,Bill for First aid kit supplies today,,health,6874.23,10,6,1
Purchase at Room rent for current month today Routine rent item,Purchase at Room rent for current month today,Routine rent item,rent,34393.88,4,3,0
Txn: Audible audiobooks for home Monthly entertainment budget expense,Txn: Audible audiobooks for home,Monthly entertainment budget expense,entertainment,2924.0,27,4,0
Online PVR cinemas IMAX tickets today Paid via UPI for entertainment,Online PVR cinemas IMAX tickets today,Paid via UPI for entertainment,entertainment,1792.44,12,5,1
Bill for Board game cafe bill today Personal spending on entertainment,Bill for Board game cafe bill today,Personal spending on entertainment,entertainment,234.31,23,1,0
Spent on Laundry dry cleaning via GPay Paid via UPI for other,Spent on Laundry dry cleaning via GPay,Paid via UPI for other,other,3459.28,24,2,0
Paid for Gym membership monthly renewal Personal spending on health,Paid for Gym membership monthly renewal,Personal spending on health,health,4598.84,5,2,0
Purchase at Storage locker monthly rental for home,Purchase at Storage locker monthly rental for home,,rent,19125.06,21,2,0
Spent on Bedsheet and pillow covers at store Paid via UPI for shopping,Spent on Bedsheet and pillow covers at store,Paid via UPI for shopping,shopping,8930.24,2,2,0
Spent on Society maintenance bill today Monthly rent budget expense,Spent on Society maintenance bill today,Monthly rent budget expense,rent,17275.4,6,4,0
Paid for Broadband WiFi internet bill at store Personal spending on other,Paid for Broadband WiFi internet bill at store,Personal spending on other,other,4761.44,6,4,0
Petrol pump fuel refill at store Personal spending on transport,Petrol pump fuel refill at store,Personal spending on transport,transport,1659.58,10,5,1
Spent on Kitchen cookware set via GPay Routine shopping item,Spent on Kitchen cookware set via GPay,Routine shopping item,shopping,11089.46,2,0,0
Spent on First aid kit supplies urgent Paid via UPI for health,Spent on First aid kit supplies urgent,Paid via UPI for health,health,399.5,22,5,1
PlayStation PS Plus subscription with discount Personal spending on entertainment,PlayStation PS Plus subscription with discount,Personal spending on entertainment,entertainment,1707.33,22,5,1
Quick Dermatologist skin treatment with discount Monthly health budget expense,Quick Dermatologist skin treatment with discount,Monthly health budget expense,health,5558.9,2,3,0
Purchase at Toll plaza FASTag recharge today Paid via UPI for transport,Purchase at Toll plaza FASTag recharge today,Paid via UPI for transport,transport,1967.69,13,4,0
Quick Eye checkup and new glasses,Quick Eye checkup and new glasses,,health,5504.06,21,2,0
Quick Backpack for travel via GPay Routine shopping item,Quick Backpack for travel via GPay,Routine shopping item,shopping,15866.82,24,0,0
Spent on Amusement park entry ticket for home Paid via UPI for entertainment,Spent on Amusement park entry ticket for home,Paid via UPI for entertainment,entertainment,2403.75,6,4,0
Quick Charity donation to NGO today Personal spending on other,Quick Charity donation to NGO today,Personal spending on other,other,3436.84,7,6,1
Online Car servicing & oil change via GPay Routine transport item,Online Car servicing & oil change via GPay,Routine transport item,transport,2220.9,23,6,1
Spent on Tuition fee for coaching with discount Routine education item,Spent on Tuition fee for coaching with discount,Routine education item,education,24043.07,15,1,0
Purchase at IKEA home furniture urgent Paid via UPI for shopping,Purchase at IKEA home furniture urgent,Paid via UPI for shopping,shopping,15804.2,14,3,0
Bill for Monthly apartment rent with card Routine rent item,Bill for Monthly apartment rent with card,Routine rent item,rent,42493.64,20,5,1
Coursera specialization certification today Paid via UPI for education,Coursera specialization certification today,Paid via UPI for education,education,21817.05,6,4,0
Online Web development workshop fee via GPay Routine education item,Online Web development workshop fee via GPay,Routine education item,education,7159.33,20,2,0
Bill for Haldirams snacks & sweets with card Paid via UPI for food,Bill for Haldirams snacks & sweets with card,Paid via UPI for food,food,1878.08,20,5,1
Paid for Board game cafe bill at store Routine entertainment item,Paid for Board game cafe bill at store,Routine entertainment item,entertainment,2067.89,2,6,1
Paid for IKEA home furniture at store Monthly shopping budget expense,Paid for IKEA home furniture at store,Monthly shopping budget expense,shopping,9982.42,13,4,0
Online Decathlon sportswear and gear today Personal spending on shopping,Online Decathlon sportswear and gear today,Personal spending on shopping,shopping,10706.86,21,6,1
Online Winter jacket shopping at store,Online Winter jacket shopping at store,,shopping,11516.82,18,6,1
Spent on BigBasket weekly vegetables via GPay Monthly food budget expense,Spent on BigBasket weekly vegetables via GPay,Monthly food budget expense,food,3264.68,3,3,0
Bill for Zara shirt and jeans via GPay Personal spending on shopping,Bill for Zara shirt and jeans via GPay,Personal spending on shopping,shopping,947.0,8,4,0
Spent on Room rent for current month at store Personal spending on rent,Spent on Room rent for current month at store,Personal spending on rent,rent,7927.85,8,6,1
Txn: Notebooks and pens set with card Monthly education budget expense,Txn: Notebooks and pens set with card,Monthly education budget expense,education,7630.97,19,4,0
Spent on Metro card monthly recharge with discount Personal spending on transport,Spent on Metro card monthly recharge with discount,Personal spending on transport,transport,252.48,4,4,0
Spent on Coding bootcamp installment Personal spending on education,Spent on Coding bootcamp installment,Personal spending on education,education,20926.56,20,2,0
Paid for Haldirams snacks & sweets with discount Routine food item,Paid for Haldirams snacks & sweets with discount,Routine food item,food,1762.54,13,4,0
Swiggy order for dinner with card Monthly food budget expense,Swiggy order for dinner with card,Monthly food budget expense,food,2337.82,15,3,0
Spent on PlayStation PS Plus subscription urgent,Spent on PlayStation PS Plus subscription urgent,,entertainment,2579.67,8,2,0
Online Backpack for travel with card Monthly shopping budget expense,Online Backpack for travel with card,Monthly shopping budget expense,shopping,6959.84,11,2,0
Quick Courier speed post delivery with card Monthly other budget expense,Quick Courier speed post delivery with card,Monthly other budget expense,other,770.04,23,5,1
Spent on Electricity bill payment with discount Personal spending on other,Spent on Electricity bill payment with discount,Personal spending on other,other,929.73,2,6,1
Doctor consultation fee at store,Doctor consultation fee at store,,health,5322.95,1,6,1
Paid for Ajio discount clothes via GPay Personal spending on shopping,Paid for Ajio discount clothes via GPay,Personal spending on shopping,shopping,15137.81,4,3,0
Bill for Zomato lunch delivery at store Monthly food budget expense,Bill for Zomato lunch delivery at store,Monthly food budget expense,food,721.47,18,1,0
Spent on Bike maintenance and repair with discount Routine transport item,Spent on Bike maintenance and repair with discount,Routine transport item,transport,1760.49,5,5,1
Paid for Local bakery bread and cake at store Paid via UPI for food,Paid for Local bakery bread and cake at store,Paid via UPI for food,food,497.56,15,4,0
Spent on Bowling & gaming arcade at store Paid via UPI for entertainment,Spent on Bowling & gaming arcade at store,Paid via UPI for entertainment,entertainment,668.07,16,5,1
Paid for Blinkit instant grocery today Monthly food budget expense,Paid for Blinkit instant grocery today,Monthly food budget expense,food,1627.26,4,6,1
Online Tuition fee for coaching today,Online Tuition fee for coaching today,,education,18552.68,1,1,0
Bill for PVR cinemas IMAX tickets at store Routine entertainment item,Bill for PVR cinemas IMAX tickets at store,Routine entertainment item,entertainment,1619.67,25,1,0
Txn: Coding bootcamp installment Monthly education budget expense,Txn: Coding bootcamp installment,Monthly education budget expense,education,4679.66,20,4,0
Online Dental clinic root canal visit for home Monthly health budget expense,Online Dental clinic root canal visit for home,Monthly health budget expense,health,1827.98,10,5,1
Txn: Groceries at Reliance Smart with card Routine food item,Txn: Groceries at Reliance Smart with card,Routine food item,food,2176.17,25,0,0
Pizza Hut dinner with discount Routine food item,Pizza Hut dinner with discount,Routine food item,food,1209.55,1,4,0
Bill for Hospital OPD registration via GPay Paid via UPI for health,Bill for Hospital OPD registration via GPay,Paid via UPI for health,health,4472.44,16,3,0
Online Organic fruit market urgent,Online Organic fruit market urgent,,food,1594.23,16,0,0
Organic fruit market with discount Routine food item,Organic fruit market with discount,Routine food item,food,1447.34,27,0,0
Bill for Steam video game purchase for home Monthly entertainment budget expense,Bill for Steam video game purchase for home,Monthly entertainment budget expense,entertainment,2209.8,3,3,0
Spent on EV charging station fee with discount Paid via UPI for transport,Spent on EV charging station fee with discount,Paid via UPI for transport,transport,2903.52,8,5,1
